;választott_tárgy;idegen_nyelv_ks;Felvételkori_pénzü_státusz;erettsegi_ota_eltelt_évek;magyar_nyelvtan_ks;Szerzett/Érettségi_pontsz;matematika;verseny;matematika_ks;Képzés;ks_helye;Hozott/Tanulmányi_pontszám;magyar_irodalom_ks;Oklevél_eredménye_számmal;Felvétel_féléve;nyv_pontok;történelem;regolya;magyar_nyelv_és_irodalom;nem_ferfi;választható_tantárgy_ks;regolya.1;idegen_nyelv;történelem_ks;felvi_osszes_skalazott
1279;88.0;5.0;True;0.0;4.0;172.0;94.0;1.0;5.0;5N-A8;Főváros;194.0;4.0;3.58;2013/14/1;1.0;93.0;False;91.0;True;3.5;False;66.0;5.0;416.0
1199;112.5;4.5;True;2.0;3.0;162.0;92.0;1.0;5.0;5N-A8;Egyéb;167.0;3.5;3.88;2017/18/1;1.0;87.0;True;98.0;True;5.0;False;96.0;4.0;372.0
3402;121.5;4.5;True;4.0;5.0;191.0;109.5;1.0;4.5;2N-AT0;Főváros;163.0;5.0;4.73;2014/15/1;1.5;72.0;False;62.0;True;5.0;False;82.0;3.5;363.0
8923;80.0;5.0;True;0.0;3.5;178.0;129.0;1.0;4.5;2N-AG0;Nagyváros (megyei jogú);178.0;4.5;3.74;2014/15/1;2.0;95.0;False;80.0;True;5.0;True;86.0;4.5;412.0
410;86.0;5.0;True;11.0;4.5;155.0;112.5;1.0;4.0;1N-AEM;Egyéb;0.0;4.5;4.52;2014/15/1;1.5;100.0;False;79.0;False;5.0;False;89.0;4.5;482.0
2241;100.0;5.0;True;0.0;4.5;156.0;94.0;1.0;5.0;6N-A0;Nagyváros (megyei jogú);161.0;5.0;4.9;2014/15/1;1.5;64.0;False;84.0;False;5.0;False;42.0;5.0;432.0
4849;95.0;5.0;True;0.0;4.5;187.0;89.0;1.0;4.0;6N-A0;Egyéb;188.0;5.0;3.73;2015/16/1;1.0;80.0;False;90.0;False;4.0;False;90.0;4.0;435.0
4056;92.0;5.0;False;5.0;4.5;170.0;81.0;1.0;3.5;1N-AEM;Nagyváros (megyei jogú);165.0;5.0;4.33;2010/11/1;1.5;73.0;False;94.0;False;5.0;False;117.0;5.0;392.0
7774;100.0;5.0;True;0.0;4.0;165.0;105.0;1.0;4.5;1N-AEM;Nagyváros (megyei jogú);184.0;4.5;3.34;2011/12/1;1.0;80.0;False;95.0;True;5.0;False;88.0;5.0;442.0
2940;92.0;5.0;True;1.0;3.5;172.0;85.0;1.0;3.5;5N-A7;Főváros;166.0;5.0;4.32;2010/11/1;1.0;97.0;False;79.0;True;5.0;False;77.0;5.0;448.0
1190;77.0;5.0;True;3.0;5.0;172.0;114.0;1.0;5.0;2N-AG0;Egyéb;170.0;3.5;4.49;2011/12/1;1.0;74.0;False;62.0;True;4.5;False;85.0;5.0;364.0
1734;86.0;5.0;True;0.0;4.5;148.0;75.0;1.0;5.0;5N-A7;Egyéb;169.0;4.0;4.06;2010/11/1;2.0;66.0;False;96.0;True;5.0;False;80.0;3.0;395.0
7517;145.5;5.0;True;0.0;5.0;0.0;94.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);166.0;5.0;3.98;2013/14/1;1.5;115.5;False;66.0;True;4.0;False;80.0;5.0;449.0
7633;75.0;5.0;True;0.0;4.5;166.0;90.0;1.0;5.0;6N-AJ;Nagyváros (megyei jogú);183.0;5.0;4.0;2015/16/1;1.0;80.0;False;99.0;False;4.5;True;92.0;5.0;433.0
7206;82.0;5.0;True;0.0;5.0;194.0;92.0;1.0;4.0;6N-AJ;Egyéb;173.0;5.0;3.78;2011/12/1;1.5;53.0;False;96.0;True;4.5;False;83.0;5.0;449.0
5030;96.0;5.0;False;0.0;4.5;130.0;86.0;1.0;4.0;5N-A8;Nagyváros (megyei jogú);181.0;4.0;2.94;2015/16/1;1.5;124.5;False;84.0;False;5.0;False;92.0;4.0;418.5
1865;93.0;3.5;True;0.0;4.0;174.0;80.0;1.0;5.0;7N-AMM04;Külföld;176.0;4.0;3.78;2012/13/1;2.0;56.0;False;82.0;True;5.0;True;67.0;5.0;456.0
6976;78.0;5.0;True;0.0;4.0;183.0;96.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);0.0;4.0;4.22;2010/11/1;1.5;88.0;False;60.0;True;3.0;False;95.0;5.0;410.0
8933;76.0;5.0;True;0.0;5.0;167.0;141.0;1.0;5.0;2N-AG0;Egyéb;191.0;5.0;3.69;2012/13/1;1.5;92.0;False;60.0;True;5.0;False;97.0;4.5;340.0
3347;100.5;5.0;True;2.0;5.0;155.0;53.0;1.0;4.5;3N-M0;Főváros;176.0;3.5;4.5;2012/13/1;1.0;86.0;False;42.0;True;5.0;False;94.0;4.0;404.0
6219;112.5;5.0;False;0.0;5.0;147.0;65.0;1.0;2.5;9N-AF06;Főváros;134.0;5.0;4.39;2011/12/1;2.0;86.0;False;58.0;True;5.0;False;150.0;4.5;462.0
5537;120.0;5.0;True;0.0;4.5;140.0;135.0;1.0;5.0;5N-A8;Főváros;138.0;4.0;3.57;2015/16/1;2.0;94.0;False;67.0;True;2.5;False;109.5;5.0;390.0
3750;117.0;5.0;True;0.0;3.5;170.0;135.0;1.0;5.0;4N-A7;Egyéb;162.0;3.0;3.61;2010/11/1;1.0;53.0;False;80.0;True;5.0;False;99.0;5.0;458.5
824;92.0;5.0;True;1.0;5.0;158.0;126.0;1.0;5.0;3N-A0;Nagyváros (megyei jogú);151.0;4.5;4.36;2013/14/1;1.0;111.0;False;69.0;True;5.0;False;96.0;5.0;371.0
2785;73.5;5.0;False;0.0;5.0;132.0;89.0;1.0;5.0;4N-A7;Egyéb;161.0;3.5;3.61;2014/15/1;1.0;96.0;False;88.0;True;5.0;False;144.0;5.0;420.0
7250;89.0;4.5;True;0.0;4.5;182.0;86.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);188.0;3.5;3.28;2011/12/1;1.5;82.0;False;88.0;True;4.5;False;93.0;5.0;441.0
402;102.0;5.0;True;5.0;5.0;177.0;98.0;1.0;5.0;2N-AG0;Főváros;0.0;5.0;4.45;2012/13/1;1.0;79.0;False;0.0;True;5.0;False;115.5;5.0;412.0
1032;105.0;5.0;True;0.0;4.0;145.0;93.0;1.0;4.0;1N-AEM;Egyéb;156.0;5.0;3.83;2011/12/1;1.0;74.0;False;98.0;True;5.0;False;80.0;5.0;394.0
4513;120.0;4.0;True;0.0;5.0;170.0;114.0;1.0;3.0;5N-A8;Nagyváros (megyei jogú);157.0;4.0;4.14;2010/11/1;1.0;48.0;False;92.0;True;5.0;False;80.0;4.5;332.0
8012;88.0;5.0;True;0.0;4.5;163.0;118.5;1.0;5.0;7N-ANG05;Egyéb;178.0;5.0;4.15;2015/16/1;1.5;60.0;False;80.0;True;5.0;False;90.0;5.0;443.0
5982;96.0;4.5;True;4.0;3.5;156.0;72.0;1.0;4.0;7N-AKM03;Egyéb;187.0;5.0;3.34;2012/13/1;2.5;80.0;False;95.0;True;5.0;False;98.0;5.0;439.0
7634;76.0;5.0;True;0.0;4.5;131.0;129.0;1.0;4.0;2N-AG0;Főváros;193.0;5.0;3.93;2010/11/1;2.0;88.0;False;96.0;True;4.5;False;144.0;5.0;449.75
2752;84.0;4.5;True;0.0;5.0;192.0;90.0;1.0;3.5;5N-A7;Nagyváros (megyei jogú);187.0;4.5;4.05;2013/14/1;1.0;84.0;False;79.0;False;5.0;False;132.0;5.0;437.0
8003;75.0;5.0;True;0.0;3.5;159.0;111.0;1.0;4.0;7N-AKM03;Nagyváros (megyei jogú);169.0;5.0;0.0;2013/14/1;1.5;74.0;False;84.0;False;5.0;False;80.0;3.5;474.0
157;144.0;5.0;True;0.0;5.0;156.0;133.5;1.0;2.5;5N-A8;Főváros;0.0;5.0;4.27;2010/11/1;2.5;86.0;False;92.0;True;5.0;False;60.0;3.5;316.0
791;96.0;4.0;True;0.0;5.0;162.0;129.0;1.0;5.0;9N-AM06;Nagyváros (megyei jogú);182.0;4.5;4.57;2012/13/1;1.0;66.0;False;73.0;True;5.0;False;84.0;3.5;399.0
88;99.0;3.5;True;0.0;5.0;135.0;84.0;1.0;3.5;5N-A7;Főváros;186.0;5.0;3.31;2014/15/1;1.5;60.0;True;100.0;True;5.0;False;150.0;4.0;376.0
8250;89.0;5.0;True;0.0;4.5;198.0;83.0;1.0;5.0;5N-A7;Főváros;175.0;2.5;3.85;2013/14/1;1.5;51.0;False;80.0;True;5.0;False;94.0;5.0;407.0
6428;76.0;5.0;False;0.0;3.5;181.0;91.0;1.0;3.0;5N-A8;Nagyváros (megyei jogú);157.0;5.0;4.4;2013/14/1;1.0;100.0;False;94.0;True;4.5;False;98.0;4.0;358.0
7814;80.0;4.5;True;0.0;5.0;126.0;74.0;1.0;4.0;2N-AG0;Nagyváros (megyei jogú);171.0;4.0;3.92;2010/11/1;1.0;92.0;False;67.0;True;3.5;True;98.0;5.0;456.0
5865;96.0;3.5;True;6.0;4.0;155.0;47.0;1.0;5.0;7N-ANG05;Főváros;188.0;2.5;3.43;2015/16/1;1.0;93.0;False;93.0;True;5.0;False;93.0;5.0;380.0
2533;80.0;4.5;True;3.0;4.5;171.0;97.0;1.0;5.0;3N-M0;Főváros;183.0;5.0;4.21;2011/12/1;1.5;100.0;False;84.0;True;5.0;False;90.0;3.5;478.75
731;76.0;5.0;True;1.0;5.0;166.0;67.0;1.0;5.0;1N-AEM;Egyéb;184.0;4.0;3.59;2011/12/1;0.5;94.0;False;48.0;True;5.0;False;76.0;4.5;447.0
6422;82.5;5.0;True;0.0;5.0;172.0;92.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);187.0;5.0;4.39;2013/14/1;1.0;80.0;False;50.0;True;5.0;False;88.0;4.0;383.75
5060;102.0;5.0;True;0.0;2.5;191.0;135.0;1.0;5.0;7N-AKM03;Főváros;189.0;5.0;4.15;2012/13/1;1.0;86.0;False;85.0;True;4.0;True;132.0;5.0;446.0
4419;68.0;5.0;True;6.0;4.5;152.0;91.0;1.0;4.0;7N-AGM02;Nagyváros (megyei jogú);169.0;5.0;3.89;2011/12/1;1.0;84.0;False;88.0;True;5.0;False;108.0;2.5;404.5
6294;80.0;5.0;True;0.0;3.5;170.0;105.0;1.0;4.0;7N-AMM04;Nagyváros (megyei jogú);184.0;5.0;4.14;2017/18/1;1.0;100.5;False;88.0;True;5.0;False;88.0;5.0;429.0
7929;75.0;4.0;True;8.0;5.0;172.0;91.0;1.0;5.0;5N-A7;Egyéb;182.0;3.0;2.62;2012/13/1;2.0;92.0;False;86.0;False;4.5;False;75.0;4.5;460.0
2359;78.0;4.5;True;7.0;5.0;200.0;83.0;1.0;5.0;5N-A8;Főváros;0.0;4.5;3.22;2011/12/1;0.5;66.0;False;58.0;True;4.5;False;80.0;3.5;440.0
8383;105.0;4.0;True;0.0;4.0;163.0;98.0;1.0;5.0;2N-AE0;Egyéb;169.0;4.0;4.32;2016/17/1;1.0;88.0;False;91.0;False;5.0;True;88.0;4.5;439.0
7484;86.0;5.0;True;9.0;4.0;160.0;98.0;1.0;4.5;7N-ANG05;Főváros;168.0;5.0;3.54;2014/15/1;1.5;86.0;False;66.0;True;5.0;False;94.0;4.0;408.75
6991;135.0;4.0;True;0.0;4.5;155.0;144.0;1.0;5.0;2N-AG0;Egyéb;197.0;5.0;4.84;2017/18/1;1.5;72.0;False;71.0;True;5.0;False;80.0;5.0;374.0
4341;124.5;5.0;True;2.0;4.5;177.0;84.0;1.0;3.5;7N-AMM04;Egyéb;142.0;4.5;4.24;2010/11/1;1.0;65.0;False;68.0;True;5.0;False;109.5;4.5;480.0
926;95.0;5.0;True;2.0;4.0;119.0;84.0;1.0;4.5;9N-AF06;Nagyváros (megyei jogú);183.0;3.0;4.46;2013/14/1;1.0;96.0;False;84.0;True;4.0;False;84.0;5.0;436.0
2660;102.0;5.0;True;0.0;2.5;184.0;72.0;1.0;5.0;1N-AEM;Főváros;176.0;5.0;4.71;2014/15/1;1.0;62.0;False;81.0;False;4.0;False;98.0;4.0;431.0
483;80.0;5.0;False;2.0;4.0;166.0;111.0;1.0;5.0;2N-AT0;Egyéb;184.0;4.5;4.57;2014/15/1;1.0;80.0;False;54.0;False;5.0;False;83.0;5.0;394.0
6724;88.0;5.0;True;0.0;5.0;157.0;84.0;1.0;5.0;7N-AMM04;Főváros;153.0;5.0;4.09;2016/17/1;1.0;80.0;False;80.0;True;5.0;False;91.0;4.0;469.0
7335;66.0;5.0;True;0.0;3.0;176.0;88.0;1.0;4.5;2N-AG0;Külföld;162.0;5.0;2.97;2014/15/1;1.0;85.0;False;80.0;True;4.0;False;98.0;5.0;403.0
8222;79.5;4.0;False;0.0;4.5;179.0;126.0;1.0;4.5;3N-M0;Nagyváros (megyei jogú);189.0;4.5;4.11;2010/11/1;1.5;82.0;False;62.0;False;5.0;False;89.0;4.0;388.0
9044;121.5;4.5;True;0.0;4.0;134.0;54.0;1.0;4.0;2N-AE0;Egyéb;176.0;4.0;3.42;2013/14/1;1.0;90.0;False;77.0;True;4.0;False;70.0;4.0;443.0
6041;96.0;5.0;True;6.0;5.0;139.0;87.0;1.0;5.0;2N-AG0;Egyéb;157.0;2.5;4.36;2014/15/1;1.0;80.0;False;75.0;True;5.0;False;94.0;5.0;425.0
9295;109.5;5.0;True;7.0;4.0;164.0;90.0;1.0;5.0;2N-AM0;Egyéb;164.0;2.5;3.82;2012/13/1;1.0;94.0;False;88.0;True;4.5;False;117.0;4.5;447.0
7567;72.0;3.5;True;0.0;5.0;187.0;77.0;1.0;4.5;3N-M0;Nagyváros (megyei jogú);192.0;5.0;3.36;2018/19/1;1.0;54.0;False;68.0;True;5.0;True;96.0;4.5;416.0
4421;91.0;5.0;True;0.0;4.0;175.0;92.0;1.0;3.5;6N-AJ;Egyéb;162.0;3.5;3.8;2012/13/1;1.0;69.0;False;88.0;True;5.0;False;84.0;5.0;426.0
4338;74.0;2.0;True;0.0;4.5;178.0;75.0;1.0;5.0;2N-AG0;Főváros;158.0;5.0;3.34;2018/19/1;1.0;54.0;False;52.0;True;2.5;False;82.0;3.0;400.0
366;80.0;5.0;True;0.0;4.5;174.0;99.0;1.0;5.0;6N-A0;Főváros;185.0;5.0;3.37;2013/14/1;1.0;56.0;True;77.0;False;4.5;False;95.0;4.0;372.0
6878;90.0;5.0;True;0.0;5.0;200.0;102.0;1.0;4.5;5N-A8;Főváros;157.0;5.0;4.85;2011/12/1;2.5;90.0;False;86.0;True;4.0;False;82.0;5.0;466.75
200;87.0;4.5;True;0.0;4.0;175.0;92.0;1.0;3.0;5N-A8;Főváros;174.0;4.5;3.7;2014/15/1;0.5;90.0;False;90.0;True;5.0;False;89.0;5.0;446.0
5650;80.0;5.0;True;0.0;5.0;136.0;87.0;1.0;5.0;5N-A8;Főváros;179.0;4.0;3.09;2011/12/1;1.0;66.0;False;100.0;True;5.0;False;132.0;5.0;408.0
3404;98.0;5.0;True;0.0;3.0;194.0;99.0;1.0;5.0;7N-AMM04;Egyéb;173.0;4.5;3.87;2016/17/1;1.5;67.0;True;80.0;False;4.0;False;92.0;5.0;435.0
671;85.0;4.5;True;1.0;4.0;112.0;109.5;1.0;3.0;7N-AGM02;Főváros;183.0;5.0;3.16;2011/12/1;1.0;60.0;False;64.0;True;4.0;False;126.0;3.0;435.0
6616;90.0;5.0;True;0.0;3.0;162.0;123.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);188.0;3.5;4.5;2016/17/1;1.5;86.0;False;94.0;True;5.0;False;82.0;3.0;388.25
5055;103.5;5.0;True;0.0;4.0;191.0;99.0;1.0;5.0;3N-M0;Nagyváros (megyei jogú);157.0;5.0;3.62;2010/11/1;1.5;60.0;False;86.0;False;5.0;False;144.0;4.0;420.0
6437;72.0;5.0;False;0.0;3.5;191.0;76.0;1.0;5.0;2N-AG0;Főváros;143.0;5.0;4.51;2012/13/1;1.0;60.0;False;83.0;True;4.5;False;85.0;5.0;428.0
350;87.0;4.5;False;0.0;4.5;150.0;74.0;1.0;4.5;5N-A7;Nagyváros (megyei jogú);163.0;3.5;4.18;2012/13/1;2.0;90.0;False;94.0;True;4.5;False;120.0;5.0;418.0
8259;92.0;5.0;True;0.0;4.0;171.0;86.0;1.0;5.0;7N-ANG05;Nagyváros (megyei jogú);194.0;5.0;3.64;2014/15/1;2.0;86.0;False;58.0;True;5.0;False;90.0;4.0;419.0
7196;92.0;5.0;True;2.0;5.0;183.0;133.5;1.0;5.0;5N-A8;Nagyváros (megyei jogú);196.0;4.0;4.59;2013/14/1;2.0;48.0;False;76.0;False;4.5;False;55.0;4.5;466.0
3981;81.0;5.0;True;0.0;5.0;148.0;83.0;1.0;5.0;5N-A8;Nagyváros (megyei jogú);154.0;3.5;4.12;2013/14/1;1.0;68.0;False;77.0;True;5.0;False;54.0;5.0;457.0
8076;139.5;5.0;True;0.0;4.0;160.0;135.0;1.0;5.0;4N-A5;Főváros;196.0;5.0;3.31;2012/13/1;1.0;70.0;False;94.0;True;2.0;False;84.0;5.0;436.0
3924;96.0;5.0;True;10.0;5.0;162.0;74.0;1.0;4.5;4N-A2;Főváros;189.0;5.0;3.97;2010/11/1;1.0;90.0;False;80.0;True;5.0;False;58.0;2.5;392.0
4536;93.0;4.5;True;4.0;5.0;162.0;77.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);145.0;4.0;3.71;2014/15/1;2.0;86.0;False;77.0;False;5.0;False;87.0;4.5;456.0
9406;123.0;4.5;True;0.0;5.0;187.0;100.0;1.0;4.0;7N-AKM03;Nagyváros (megyei jogú);0.0;4.0;3.97;2010/11/1;1.5;68.0;False;68.0;True;4.5;True;102.0;4.0;468.0
9395;127.5;4.5;False;0.0;4.0;180.0;142.5;1.0;5.0;2N-AG0;Főváros;196.0;5.0;3.5;2012/13/1;1.0;51.0;False;55.0;True;5.0;False;96.0;3.0;372.0
2612;86.0;5.0;False;0.0;4.5;171.0;95.0;1.0;4.5;5N-A7;Nagyváros (megyei jogú);159.0;5.0;4.08;2010/11/1;1.0;80.0;False;86.0;True;4.5;False;121.5;5.0;419.5
1193;92.0;5.0;True;0.0;4.5;183.0;136.5;1.0;5.0;2N-AT0;Nagyváros (megyei jogú);148.0;4.5;4.5;2014/15/1;1.0;74.0;False;77.0;True;4.5;False;129.0;4.5;361.0
8239;88.0;4.5;True;0.0;4.5;174.0;88.0;1.0;5.0;7N-ANG05;Főváros;179.0;5.0;3.64;2013/14/1;1.0;84.0;False;83.0;True;5.0;False;45.0;5.0;418.0
5154;84.0;5.0;True;0.0;4.0;168.0;91.5;1.0;5.0;5N-A7;Főváros;163.0;4.5;2.99;2011/12/1;1.0;50.0;False;92.0;True;3.5;False;78.0;5.0;463.0
5846;70.0;5.0;True;0.0;5.0;170.0;138.0;1.0;5.0;5N-A8;Főváros;172.0;4.5;4.03;2014/15/1;1.0;80.0;False;78.0;True;5.0;False;96.0;5.0;409.0
6078;84.0;5.0;True;0.0;3.5;190.0;121.5;1.0;5.0;6N-AJ;Egyéb;181.0;5.0;4.29;2011/12/1;2.0;64.0;False;88.0;True;4.5;False;82.0;4.0;417.25
3678;69.0;4.0;True;2.0;4.0;140.0;57.0;1.0;4.5;4N-A2;Nagyváros (megyei jogú);179.0;3.5;4.34;2013/14/1;1.0;73.0;False;100.0;True;5.0;False;90.0;4.0;373.0
3577;91.0;5.0;True;0.0;5.0;146.0;82.0;1.0;3.0;7N-AMM04;Nagyváros (megyei jogú);177.0;5.0;3.57;2015/16/1;2.0;90.0;False;68.0;False;5.0;False;77.0;5.0;459.0
556;90.0;4.5;True;0.0;3.5;154.0;96.0;1.0;4.0;2N-AG0;Nagyváros (megyei jogú);0.0;4.0;4.5;2010/11/1;1.0;89.0;False;98.0;True;5.0;False;106.5;5.0;400.0
3233;94.0;4.5;True;0.0;4.0;138.0;99.0;1.0;5.0;5N-A7;Főváros;178.0;5.0;4.1;2010/11/1;0.5;86.0;False;85.0;True;5.0;False;98.0;5.0;360.0
7966;96.0;4.5;False;5.0;4.5;185.0;124.5;1.0;5.0;7N-AMM04;Főváros;200.0;3.0;3.01;2011/12/1;2.0;96.0;False;93.0;False;4.0;False;86.0;5.0;372.5
352;75.0;5.0;True;0.0;5.0;189.0;108.0;1.0;5.0;6N-AJ;Nagyváros (megyei jogú);184.0;5.0;4.46;2013/14/1;1.0;77.0;False;70.0;False;3.0;False;52.0;5.0;378.0
9099;93.0;4.0;True;0.0;5.0;122.0;90.0;1.0;5.0;5N-A8;Főváros;0.0;5.0;3.29;2015/16/1;1.5;100.0;False;66.0;True;5.0;False;90.0;4.0;458.0
1741;80.0;2.5;True;1.0;5.0;159.0;94.0;1.0;4.5;7N-ANG05;Nagyváros (megyei jogú);140.0;3.0;3.73;2011/12/1;1.5;74.0;False;60.0;True;5.0;False;81.0;5.0;410.0
285;98.0;5.0;True;0.0;5.0;146.0;72.0;1.0;5.0;5N-A7;Nagyváros (megyei jogú);180.0;5.0;4.38;2012/13/1;1.0;71.0;True;61.0;True;5.0;False;141.0;5.0;423.0
429;132.0;5.0;True;1.0;4.5;160.0;37.0;1.0;5.0;5N-A7;Főváros;180.0;4.5;3.87;2012/13/1;1.0;62.0;False;0.0;True;5.0;False;62.0;5.0;407.0
1733;80.0;5.0;True;0.0;5.0;200.0;60.0;1.0;4.5;7N-AGM02;Nagyváros (megyei jogú);172.0;4.5;3.82;2010/11/1;1.0;85.0;False;85.0;True;5.0;False;96.0;4.0;365.75
2457;78.0;5.0;True;0.0;5.0;157.0;80.0;1.0;3.5;7N-ANG05;Főváros;174.0;3.5;3.58;2014/15/1;1.5;69.0;False;96.0;True;5.0;False;99.0;3.5;447.0
7794;142.5;5.0;True;0.0;4.5;151.0;117.0;1.0;4.0;7N-AMM04;Egyéb;162.0;4.5;3.89;2014/15/1;1.5;96.0;False;63.0;True;5.0;False;94.0;3.5;426.75
1258;120.0;4.5;True;0.0;4.0;196.0;135.0;1.0;5.0;7N-ANG05;Egyéb;191.0;5.0;3.75;2014/15/1;1.5;87.0;False;86.0;True;5.0;False;94.0;4.5;424.0
405;88.5;4.5;True;1.0;5.0;146.0;93.0;1.0;5.0;2N-AE0;Főváros;143.0;5.0;3.82;2011/12/1;1.5;87.0;False;80.0;False;5.0;False;90.0;4.0;405.0
3889;89.0;3.5;True;1.0;3.5;178.0;72.0;1.0;5.0;9N-AM06;Főváros;180.0;3.5;3.59;2014/15/1;1.5;82.0;False;74.0;True;4.0;False;89.0;4.0;403.0
9800;90.0;3.5;True;0.0;4.0;168.0;99.0;1.0;3.0;5N-A7;Egyéb;161.0;4.0;4.63;2011/12/1;1.0;81.0;False;62.0;True;5.0;False;92.0;5.0;414.0
7258;69.0;4.5;True;0.0;5.0;189.0;129.0;1.0;5.0;3N-M0;Nagyváros (megyei jogú);181.0;4.5;4.36;2014/15/1;2.0;64.0;False;55.0;True;5.0;False;88.0;2.0;428.0
7479;75.0;5.0;True;0.0;5.0;150.0;93.0;1.0;3.5;6N-AL;Egyéb;179.0;4.0;3.89;2013/14/1;1.0;92.0;False;88.0;True;4.0;False;62.0;5.0;387.75
6874;90.0;4.5;True;0.0;5.0;183.0;80.0;1.0;5.0;9N-AF06;Főváros;180.0;5.0;4.47;2014/15/1;1.5;90.0;False;69.0;True;5.0;False;86.0;5.0;376.75
3591;84.0;4.5;False;1.0;5.0;172.0;75.0;1.0;5.0;2N-AG0;Nagyváros (megyei jogú);161.0;5.0;3.53;2010/11/1;2.5;65.0;False;83.0;True;5.0;False;133.5;5.0;357.75
6744;109.5;5.0;True;0.0;5.0;180.0;53.0;1.0;4.0;5N-A8;Egyéb;174.0;5.0;3.84;2018/19/1;1.0;98.0;False;84.0;True;3.5;True;100.0;5.0;459.0
2240;30.0;5.0;True;1.0;3.5;189.0;87.0;1.0;5.0;2N-AG0;Főváros;169.0;4.0;3.82;2012/13/1;1.5;78.0;False;87.0;False;5.0;False;90.0;5.0;382.0
4670;80.0;5.0;True;2.0;4.5;190.0;93.0;1.0;5.0;5N-A7;Főváros;192.0;4.0;3.4;2015/16/1;1.0;145.5;False;99.0;True;5.0;False;100.0;4.0;445.0
1564;111.0;4.5;True;0.0;4.0;179.0;114.0;1.0;4.5;4N-A7;Egyéb;181.0;4.0;4.75;2011/12/1;2.0;46.0;False;48.0;True;5.0;False;86.0;5.0;408.0
4023;70.0;5.0;True;0.0;4.0;151.0;111.0;1.0;5.0;6N-A0;Főváros;172.0;5.0;4.18;2016/17/1;1.5;70.0;False;80.0;True;5.0;False;96.0;5.0;410.0
7834;86.0;5.0;True;4.0;3.0;160.0;114.0;1.0;4.0;1N-AEM;Egyéb;167.0;3.0;4.53;2015/16/1;2.0;73.0;False;73.0;True;4.0;False;150.0;5.0;424.75
7679;114.0;5.0;True;0.0;3.5;192.0;60.0;1.0;5.0;6N-A0;Nagyváros (megyei jogú);180.0;3.5;3.32;2012/13/1;1.5;68.0;False;90.0;False;5.0;False;90.0;5.0;355.0
6661;89.0;4.5;True;2.0;3.0;173.0;89.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);191.0;4.0;4.61;2013/14/1;1.0;89.0;False;71.0;True;5.0;False;87.0;5.0;406.0
3460;102.0;3.5;True;4.0;4.0;135.0;86.0;1.0;5.0;2N-AG0;Egyéb;193.0;5.0;3.8;2015/16/1;1.5;84.0;False;86.0;False;5.0;False;88.0;3.5;423.75
8048;105.0;2.0;True;8.0;5.0;158.0;90.0;1.0;4.5;4N-A5;Nagyváros (megyei jogú);178.0;5.0;4.52;2013/14/1;1.5;82.0;False;77.0;True;4.5;False;93.0;5.0;429.75
3685;86.0;5.0;True;0.0;5.0;164.0;142.5;1.0;2.0;2N-AG0;Főváros;179.0;5.0;4.26;2011/12/1;1.5;88.0;True;92.0;True;5.0;False;118.5;4.0;431.0
7043;118.5;5.0;True;2.0;3.5;182.0;82.5;1.0;4.0;4N-A2;Főváros;164.0;4.5;3.69;2014/15/1;1.0;87.0;False;60.0;True;5.0;False;92.0;4.0;363.0
5280;136.5;5.0;True;0.0;4.0;175.0;60.0;1.0;5.0;2N-AT0;Nagyváros (megyei jogú);161.0;4.0;3.78;2013/14/1;1.5;88.0;False;45.0;True;5.0;False;86.0;5.0;412.0
2342;91.0;5.0;True;0.0;4.0;166.0;72.0;1.0;4.5;7N-ANG05;Külföld;193.0;4.0;4.14;2017/18/1;2.0;80.0;False;80.0;True;5.0;False;92.0;4.0;381.0
6740;117.0;5.0;False;2.0;5.0;169.0;99.0;1.0;5.0;4N-A2;Nagyváros (megyei jogú);168.0;4.0;3.92;2013/14/1;2.0;97.0;False;63.0;False;5.0;False;90.0;5.0;388.0
640;91.0;4.0;True;4.0;5.0;190.0;94.0;1.0;3.5;7N-ANG05;Főváros;177.0;5.0;4.02;2016/17/1;1.5;96.0;False;90.0;True;4.0;False;98.0;5.0;446.0
3522;72.0;5.0;True;0.0;4.0;183.0;95.0;1.0;4.0;5N-A7;Nagyváros (megyei jogú);163.0;5.0;4.46;2013/14/1;2.0;72.0;False;80.0;True;5.0;True;90.0;4.0;484.0
810;87.0;5.0;True;1.0;5.0;182.0;72.0;1.0;5.0;7N-AMM04;Nagyváros (megyei jogú);185.0;2.5;4.22;2011/12/1;1.0;95.0;False;76.0;True;5.0;False;93.0;5.0;404.0
1209;132.0;5.0;True;0.0;5.0;181.0;72.0;1.0;5.0;1N-AEM;Nagyváros (megyei jogú);171.0;2.5;3.92;2014/15/1;1.5;87.0;False;69.0;False;5.0;True;90.0;5.0;421.0
5603;66.0;5.0;True;0.0;5.0;152.0;87.0;1.0;5.0;4N-A2;Főváros;158.0;4.5;4.16;2011/12/1;1.0;100.0;False;96.0;True;5.0;False;117.0;3.0;359.0
